,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2024,FLORIDA-EAST,"CORALLIMORPH, FLORIDA",,,,Confidential,Commercial,Ricordea,52484,ACCSP
2024,FLORIDA-EAST,CORALLINACEAE **,,,,Confidential,Commercial,Corallinaceae,12303,ACCSP
2024,FLORIDA-EAST,"COWRIE, ATLANTIC DEER",,,,Confidential,Commercial,Cypraea cervus,72743,ACCSP
2024,FLORIDA-EAST,"COWRIE, MEASLED",,,,Confidential,Commercial,Cypraea zebra,72767,ACCSP
2024,FLORIDA-EAST,"CRAB, BLUE","2,001,221",908,"5,382,828",Public,Commercial,Callinectes sapidus,98696,ACCSP
2024,FLORIDA-EAST,"CRAB, FURCATE SPIDER",,,,Confidential,Commercial,Stenocionops furcatus,660512,ACCSP
2024,FLORIDA-EAST,"CRAB, GOLDEN DEEPSEA",,,,Confidential,Commercial,Chaceon fenneri,620991,ACCSP
2024,FLORIDA-EAST,"CRAB, GREEN CLINGING",,,,Confidential,Commercial,Mithraculus sculptus,98612,ACCSP
2024,FLORIDA-EAST,"CRAB, HERMIT, GIANT",,,,Confidential,Commercial,Petrochirus,98200,ACCSP
2024,FLORIDA-EAST,"CRAB, HERMIT, ORANGECLAW",,,,Confidential,Commercial,Calcinus,98205,ACCSP
2024,FLORIDA-EAST,"CRAB, HERMIT, POLKADOTTED",,,,Confidential,Commercial,Phimochirus operculatus,97863,ACCSP
2024,FLORIDA-EAST,"CRAB, HERMIT, THINSTRIPE",,,,Confidential,Commercial,Clibanarius vittatus,98188,ACCSP
2024,FLORIDA-EAST,"CRAB, HERMIT, TRICOLOR","62,600",28,"5,834",Public,Commercial,Clibanarius tricolor,98191,ACCSP
2024,FLORIDA-EAST,"CRAB, HORSESHOE",,,,Confidential,Commercial,Limulus polyphemus,82703,ACCSP
2024,FLORIDA-EAST,"CRAB, MITHRACULUS RUBER",,,,Confidential,Commercial,Mithraculus ruber,98614,ACCSP
2024,FLORIDA-EAST,"CRAB, NIMBLE SPRAY",,,,Confidential,Commercial,Percnon gibbesi,99074,ACCSP
2024,FLORIDA-EAST,"CRAB, RED-RIDGED CLINGING",,,,Confidential,Commercial,Mithraculus forceps,98610,ACCSP
2024,FLORIDA-EAST,"CRAB, SPOTTED PORCELAIN",,,,Confidential,Commercial,Porcellana sayana,98088,ACCSP
2024,FLORIDA-EAST,"CRAB, YELLOWLINE ARROW","1,618",1,"2,378",Public,Commercial,Stenorhynchus seticornis,98483,ACCSP
2024,FLORIDA-EAST,"CRABS, BRACHYURA **",,,,Confidential,Commercial,Brachyura,98276,ACCSP
2024,FLORIDA-EAST,"CRABS, DECAPODA (ORDER) **",,,,Confidential,Commercial,Decapoda,95599,ACCSP
2024,FLORIDA-EAST,"CRABS, FIDDLER **",,,,Confidential,Commercial,Uca,99084,ACCSP
2024,FLORIDA-EAST,"CRABS, HERMIT, PAGUROIDEA (SUPERFAMILY) **","95,850",43,"10,225",Public,Commercial,Paguroidea,206947,ACCSP
2024,FLORIDA-EAST,"CRABS, PORCELAIN **",,,,Confidential,Commercial,Porcellanidae,98058,ACCSP
2024,FLORIDA-EAST,"CRABS, SAND **","24,696",11,"273,956",Public,Commercial,Hippidae,98131,ACCSP
2024,FLORIDA-EAST,"CRABS, STONE **","51,454",23,"1,114,798",Public,Commercial,Menippe,98810,ACCSP
2024,FLORIDA-EAST,"CROAKER, ATLANTIC","100,850",46,"267,153",Public,Commercial,Micropogonias undulatus,169283,ACCSP
2024,FLORIDA-EAST,"CUCUMBER, FLORIDA SEA",,,,Confidential,Commercial,Holothuria floridana,158323,ACCSP
2024,FLORIDA-EAST,CUTLASSFISHES **,"4,983",2,"20,456",Public,Commercial,Trichiurus ,172384,ACCSP
2024,FLORIDA-EAST,"DAMSELFISH, BICOLOR",,,,Confidential,Commercial,Stegastes partitus,615416,ACCSP
2024,FLORIDA-EAST,"DAMSELFISH, COCOA",,,,Confidential,Commercial,Stegastes variabilis,615412,ACCSP
2024,FLORIDA-EAST,"DAMSELFISH, DUSKY",,,,Confidential,Commercial,Stegastes fuscus,615421,ACCSP
2024,FLORIDA-EAST,"DAMSELFISH, THREESPOT",,,,Confidential,Commercial,Stegastes planifrons,615485,ACCSP
2024,FLORIDA-EAST,"DAMSELFISH, YELLOWTAIL",,,,Confidential,Commercial,Microspathodon chrysurus,170116,ACCSP
2024,FLORIDA-EAST,DOCTORFISH,,,,Confidential,Commercial,Acanthurus chirurgus,172253,ACCSP
2024,FLORIDA-EAST,DOLPHINFISH,"20,257",9,"79,419",Public,Commercial,Coryphaena hippurus,168791,ACCSP
2024,FLORIDA-EAST,DRAGONETS **,,,,Confidential,Commercial,Callionymidae,171691,ACCSP
2024,FLORIDA-EAST,"DRUM, BLACK","24,075",11,"60,443",Public,Commercial,Pogonias cromis,169288,ACCSP
2024,FLORIDA-EAST,"EEL, MORAY, GOLDENTAIL",,,,Confidential,Commercial,Muraena milaris,161237,ACCSP
2024,FLORIDA-EAST,"EEL, MORAY, SPOTTED",,,,Confidential,Commercial,Gymnothorax moringa,161188,ACCSP
2024,FLORIDA-EAST,"EEL, SHARPTAIL",,,,Confidential,Commercial,Myrichthys Breviceps,161449,ACCSP
2024,FLORIDA-EAST,EELS **,,,,Confidential,Commercial,Anguilliformes,161123,ACCSP
2024,FLORIDA-EAST,"EELS, CONGER **",,,,Confidential,Commercial,Congridae,161324,ACCSP
2024,FLORIDA-EAST,"EELS, CUSK **",,,,Confidential,Commercial,Ophidiidae,164807,ACCSP
2024,FLORIDA-EAST,ESCOLAR,"3,668",2,"6,129",Public,Commercial,Lepidocybium flavobrunneum,172362,ACCSP
2024,FLORIDA-EAST,"FILEFISH, ORANGESPOTTED",,,,Confidential,Commercial,Cantherhines pullus,173158,ACCSP
2024,FLORIDA-EAST,"FILEFISH, WHITESPOTTED",,,,Confidential,Commercial,Cantherhines macrocerus,173157,ACCSP
2024,FLORIDA-EAST,FLAMEFISH,74,0,201,Public,Commercial,Apogon maculatus,168204,ACCSP
2024,FLORIDA-EAST,"FLOUNDER, GULF",765,0,"2,656",Public,Commercial,Paralichthys albigutta,172736,ACCSP
2024,FLORIDA-EAST,"FLOUNDER, SOUTHERN","36,745",17,"173,174",Public,Commercial,Paralichthys lethostigma,172738,ACCSP
2024,FLORIDA-EAST,"FLOUNDER, SUMMER","6,210",3,"37,687",Public,Commercial,Paralichthys dentatus,172735,ACCSP
2024,FLORIDA-EAST,"FLOUNDERS, LEFTEYED **","8,583",4,"41,903",Public,Commercial,Bothidae,172714,ACCSP
2024,FLORIDA-EAST,FLYINGFISHES **,,,,Confidential,Commercial,Exocoetidae,165431,ACCSP
2024,FLORIDA-EAST,GOBIES **,,,,Confidential,Commercial,Gobiidae,171746,ACCSP
2024,FLORIDA-EAST,"GOBY, NEON",,,,Confidential,Commercial,Elacatinus oceanops,636786,ACCSP
2024,FLORIDA-EAST,"GORGONIAN, SEA BLADES",,,,Confidential,Commercial,Pterogorgia guadalupensis,52266,ACCSP
2024,FLORIDA-EAST,GRAYSBY,63,0,357,Public,Commercial,Cephalopholis cruentata,181220,ACCSP
2024,FLORIDA-EAST,"GROUPER, BLACK","3,883",2,"28,226",Public,Commercial,Mycteroperca bonaci,167760,ACCSP
2024,FLORIDA-EAST,"GROUPER, GAG","24,993",11,"165,130",Public,Commercial,Mycteroperca microlepis,167759,ACCSP
2024,FLORIDA-EAST,"GROUPER, RED","3,105",1,"19,176",Public,Commercial,Epinephelus morio,167702,ACCSP
2024,FLORIDA-EAST,"GROUPER, SNOWY","12,628",6,"82,410",Public,Commercial,Epinephelus niveatus,167705,ACCSP
2024,FLORIDA-EAST,"GROUPER, WARSAW",,,,Confidential,Commercial,Epinephelus nigritus,167704,ACCSP
2024,FLORIDA-EAST,"GROUPER, YELLOWEDGE","7,212",3,"47,216",Public,Commercial,Epinephelus flavolimbatus,167699,ACCSP
2024,FLORIDA-EAST,"GROUPERS, SERRANIDAE (FAMILY) **",,,,Confidential,Commercial,Serranidae,167674,ACCSP
2024,FLORIDA-EAST,"GRUNT, FRENCH",,,,Confidential,Commercial,Haemulon flavolineatum,169065,ACCSP
2024,FLORIDA-EAST,"GRUNT, WHITE",248,0,157,Public,Commercial,Haemulon plumierii,613026,ACCSP
2024,FLORIDA-EAST,"GRUNTS, HAEMULIDAE (FAMILY) **","19,995",9,"28,330",Public,Commercial,Haemulidae,169055,ACCSP
2024,FLORIDA-EAST,"HAKES, RED AND WHITE **",362,0,490,Public,Commercial,Urophycis,164729,ACCSP
2024,FLORIDA-EAST,"HAMLET, BUTTER",42,0,197,Public,Commercial,Hypoplectrus unicolor,167806,ACCSP
2024,FLORIDA-EAST,"HERRING, ATLANTIC THREAD","12,758",6,"28,648",Public,Commercial,Opisthonema oglinum,161748,ACCSP
2024,FLORIDA-EAST,"HERRING, ROUND",,,,Confidential,Commercial,Etrumeus teres,161743,ACCSP
2024,FLORIDA-EAST,HIGH-HAT,78,0,225,Public,Commercial,Pareques acuminatus,646513,ACCSP
2024,FLORIDA-EAST,"HIND, RED",141,0,641,Public,Commercial,Epinephelus guttatus,167700,ACCSP
2024,FLORIDA-EAST,"HIND, ROCK",211,0,623,Public,Commercial,Epinephelus adscensionis,167696,ACCSP
2024,FLORIDA-EAST,HOGFISH,"1,110",1,"7,353",Public,Commercial,Lachnolaimus maximus,170566,ACCSP
2024,FLORIDA-EAST,"HOGFISH, SPANISH",161,0,"1,682",Public,Commercial,Bodianus rufus,170484,ACCSP
2024,FLORIDA-EAST,"HOGFISH, SPOTFIN",137,0,"5,055",Public,Commercial,Bodianus pulchellus,170483,ACCSP
2024,FLORIDA-EAST,"JACK, ALMACO","14,517",7,"21,649",Public,Commercial,Seriola rivoliana,168691,ACCSP
2024,FLORIDA-EAST,"JACK, BAR","1,603",1,"1,517",Public,Commercial,Carangoides ruber,168615,ACCSP
2024,FLORIDA-EAST,"JACK, CREVALLE","365,413",166,"388,746",Public,Commercial,Caranx hippos,168609,ACCSP
2024,FLORIDA-EAST,"JACK, HORSE-EYE",,,,Confidential,Commercial,Caranx latus,168610,ACCSP
2024,FLORIDA-EAST,"JACK, YELLOW",793,0,"2,257",Public,Commercial,Carangoides bartholomaei,168607,ACCSP
2024,FLORIDA-EAST,JACKS **,"4,534",2,"4,558",Public,Commercial,Carangidae,168584,ACCSP
2024,FLORIDA-EAST,"JAWFISH, DUSKY",,,,Confidential,Commercial,Opistognathus whitehursti,170932,ACCSP
2024,FLORIDA-EAST,KINGFISHES **,"58,373",26,"123,302",Public,Commercial,Menticirrhus,169273,ACCSP
2024,FLORIDA-EAST,LADYFISH,"86,423",39,"85,875",Public,Commercial,Elops saurus,161111,ACCSP
2024,FLORIDA-EAST,LIONFISHES **,"15,380",7,"87,288",Public,Commercial,Pterois  oken,166882,ACCSP
2024,FLORIDA-EAST,"LOBSTER, CARIBBEAN SPINY","479,128",217,"3,515,708",Public,Commercial,Panulirus argus,97648,ACCSP
2024,FLORIDA-EAST,"LOBSTER, SPANISH **",715,0,"4,856",Public,Commercial,Scyllarides,97671,ACCSP
2024,FLORIDA-EAST,LOOKDOWN,"16,300",7,"19,862",Public,Commercial,Selene vomer,168680,ACCSP
2024,FLORIDA-EAST,"MACKEREL, KING","1,738,430",789,"5,916,900",Public,Commercial,Scomberomorus cavalla,172435,ACCSP
2024,FLORIDA-EAST,"MACKEREL, SPANISH","1,451,898",659,"2,536,254",Public,Commercial,Scomberomorus maculatus,172436,ACCSP
2024,FLORIDA-EAST,"MAJOR, SERGEANT",,,,Confidential,Commercial,Abudefduf saxatilis,170046,ACCSP
2024,FLORIDA-EAST,"MAT, GREEN SEA",,,,Confidential,Commercial,Zoanthus sociatus,52440,ACCSP
2024,FLORIDA-EAST,"MENHADEN, ATLANTIC","37,564",17,"19,772",Public,Commercial,Brevoortia tyrannus,161732,ACCSP
2024,FLORIDA-EAST,MOJARRAS **,"52,419",24,"112,629",Public,Commercial,Gerreidae,169013,ACCSP
2024,FLORIDA-EAST,"MOONFISH, ATLANTIC","4,800",2,"5,425",Public,Commercial,Selene setapinnis,168684,ACCSP
2024,FLORIDA-EAST,"MULLET, STRIPED","631,394",286,"633,327",Public,Commercial,Mugil cephalus,170335,ACCSP
2024,FLORIDA-EAST,"MULLET, WHITE","157,920",72,"133,653",Public,Commercial,Mugil curema,170336,ACCSP
2024,FLORIDA-EAST,"OCTOPUS, ATLANTIC PYGMY",,,,Confidential,Commercial,Octopus joubini,82607,ACCSP
2024,FLORIDA-EAST,"OCTOPUS, CARIBBEAN REEF",,,,Confidential,Commercial,Octopus briareus,82610,ACCSP
2024,FLORIDA-EAST,OCTOPUSES **,,,,Confidential,Commercial,Octopodidae,82590,ACCSP
2024,FLORIDA-EAST,OILFISH,,,,Confidential,Commercial,Ruvettus pretiosus,172364,ACCSP
2024,FLORIDA-EAST,OPHIDIIFORMES **,,,,Confidential,Commercial,Ophidiiformes,553139,ACCSP
2024,FLORIDA-EAST,"OYSTER, ATLANTIC THORNY",,,,Confidential,Commercial,Spondylus americanus,79779,ACCSP
2024,FLORIDA-EAST,"OYSTER, EASTERN","25,439",12,"165,814",Public,Commercial,Crassostrea virginica,79872,ACCSP
2024,FLORIDA-EAST,"PARROTFISH, BLUE",,,,Confidential,Commercial,Scarus coeruleus,170811,ACCSP
2024,FLORIDA-EAST,"PARROTFISH, PRINCESS",,,,Confidential,Commercial,Scarus taeniopterus,170815,ACCSP
2024,FLORIDA-EAST,"PARROTFISH, REDBAND",,,,Confidential,Commercial,Sparisoma aurofrenatum,170863,ACCSP
2024,FLORIDA-EAST,"PARROTFISH, STOPLIGHT",,,,Confidential,Commercial,Sparisoma viride,170867,ACCSP
2024,FLORIDA-EAST,PARROTFISHES **,,,,Confidential,Commercial,Scaridae,170809,ACCSP
2024,FLORIDA-EAST,"PERCH, SAND",,,,Confidential,Commercial,Diplectrum formosum,167793,ACCSP
2024,FLORIDA-EAST,PERIWINKLES,,,,Confidential,Commercial,Littorinidae ,1206035,ACCSP
2024,FLORIDA-EAST,PERMIT,38,0,184,Public,Commercial,Trachinotus falcatus,168709,ACCSP
2024,FLORIDA-EAST,PINFISH,"5,581",3,"36,587",Public,Commercial,Lagodon rhomboides,169187,ACCSP
2024,FLORIDA-EAST,"PINFISH, SPOTTAIL",873,0,616,Public,Commercial,Diplodus holbrookii,169192,ACCSP
2024,FLORIDA-EAST,"PIPEFISH, SARGASSUM",,,,Confidential,Commercial,Syngnathus pelagicus,166454,ACCSP
2024,FLORIDA-EAST,"POLYCHAETE, FEATHER-DUSTERS **",,,,Confidential,Commercial,Sabellidae,68076,ACCSP
2024,FLORIDA-EAST,"POLYCHAETE, HORNED CHRISTMAS-T",,,,Confidential,Commercial,Spirobranchus giganteus,68304,ACCSP
2024,FLORIDA-EAST,"POMFRET, BIGSCALE",,,,Confidential,Commercial,Taractichthys longipinnis,170311,ACCSP
2024,FLORIDA-EAST,POMFRETS **,345,0,"1,483",Public,Commercial,Bramidae,170287,ACCSP
2024,FLORIDA-EAST,"POMPANO, AFRICAN","1,701",1,"6,038",Public,Commercial,Alectis ciliaris,168602,ACCSP
2024,FLORIDA-EAST,"POMPANO, FLORIDA","71,123",32,"527,037",Public,Commercial,Trachinotus carolinus,168708,ACCSP
2024,FLORIDA-EAST,"POMPANO, IRISH","83,059",38,"112,424",Public,Commercial,Diapterus auratus,169029,ACCSP
2024,FLORIDA-EAST,PORCUPINEFISH,165,0,913,Public,Commercial,Diodon hystrix,173391,ACCSP
2024,FLORIDA-EAST,PORGIES **,366,0,713,Public,Commercial,Sparidae,169180,ACCSP
2024,FLORIDA-EAST,"PORGY, GRASS",,,,Confidential,Commercial,Calamus arctifrons,169196,ACCSP
2024,FLORIDA-EAST,"PORGY, JOLTHEAD","1,522",1,"1,743",Public,Commercial,Calamus bajonado,169197,ACCSP
2024,FLORIDA-EAST,"PORGY, KNOBBED",295,0,894,Public,Commercial,Calamus nodosus,169201,ACCSP
2024,FLORIDA-EAST,"PORGY, LITTLEHEAD",,,,Confidential,Commercial,Calamus proridens,169203,ACCSP
2024,FLORIDA-EAST,"PORGY, RED","3,205",1,"8,517",Public,Commercial,Pagrus pagrus,169207,ACCSP
2024,FLORIDA-EAST,PORKFISH,304,0,980,Public,Commercial,Anisotremus virginicus,169086,ACCSP
2024,FLORIDA-EAST,PUDDINGWIFE,,,,Confidential,Commercial,Halichoeres radiatus,170510,ACCSP
2024,FLORIDA-EAST,"PUFFER, SHARPNOSE",342,0,856,Public,Commercial,Canthigaster rostrata,173320,ACCSP
2024,FLORIDA-EAST,"PUFFERS, TETRAODONTIDAE (FAMILY) **",,,,Confidential,Commercial,Tetraodontidae,173283,ACCSP
2024,FLORIDA-EAST,"REEFFISH, PURPLE",,,,Confidential,Commercial,Chromis scotti,170086,ACCSP
2024,FLORIDA-EAST,"ROSEFISH, BLACKBELLY",437,0,"2,096",Public,Commercial,Helicolenus dactylopterus,166787,ACCSP
2024,FLORIDA-EAST,"RUDDERFISH, BANDED","18,330",8,"24,349",Public,Commercial,Seriola zonata,168693,ACCSP
2024,FLORIDA-EAST,"RUNNER, BLUE","49,558",22,"68,061",Public,Commercial,Caranx crysos,168612,ACCSP
2024,FLORIDA-EAST,"SARDINE, SCALED","2,168",1,"15,471",Public,Commercial,Harengula jaguana,161755,ACCSP
2024,FLORIDA-EAST,"SARDINE, SPANISH",,,,Confidential,Commercial,Sardinella aurita,161763,ACCSP
2024,FLORIDA-EAST,SARGASSUMFISH,,,,Confidential,Commercial,Histrio histrio,164520,ACCSP
2024,FLORIDA-EAST,"SCAD, BIGEYE","28,335",13,"339,012",Public,Commercial,Selar crumenophthalmus,168677,ACCSP
2024,FLORIDA-EAST,"SCAD, ROUND",,,,Confidential,Commercial,Decapterus punctatus,168725,ACCSP
2024,FLORIDA-EAST,SCALLOPS **,,,,Confidential,Commercial,Pectinidae,79611,ACCSP
2024,FLORIDA-EAST,SCAMP,"2,001",1,"12,848",Public,Commercial,Mycteroperca phenax,167763,ACCSP
2024,FLORIDA-EAST,"SCORPIONFISH, REEF",,,,Confidential,Commercial,Scorpaenodes caribbaeus,166862,ACCSP
2024,FLORIDA-EAST,SCORPIONFISHES **,28,0,145,Public,Commercial,Scorpaenidae,166704,ACCSP
2024,FLORIDA-EAST,SEA HARES ,,,,Confidential,Commercial,Aplysiidae ,1206140,ACCSP
2024,FLORIDA-EAST,"SEAHORSE, DWARF",,,,Confidential,Commercial,Hippocampus zosterae,166493,ACCSP
2024,FLORIDA-EAST,"SEAHORSE, LINED",,,,Confidential,Commercial,Hippocampus erectus,166488,ACCSP
2024,FLORIDA-EAST,SEAROBINS **,,,,Confidential,Commercial,Triglidae,166972,ACCSP
2024,FLORIDA-EAST,"SEATROUT, SAND",,,,Confidential,Commercial,Cynoscion arenarius,169243,ACCSP
2024,FLORIDA-EAST,"SEATROUT, SILVER",99,0,282,Public,Commercial,Cynoscion nothus,169240,ACCSP
2024,FLORIDA-EAST,"SEATROUT, SPOTTED","5,615",3,"23,613",Public,Commercial,Cynoscion nebulosus,169239,ACCSP
2024,FLORIDA-EAST,"SEAWEED, BRYOPSIDALES **",,,,Confidential,Commercial,Bryopsidales,9309,ACCSP
2024,FLORIDA-EAST,"SEAWEED, CAULERPA **",,,,Confidential,Commercial,Caulerpaceae,6962,ACCSP
2024,FLORIDA-EAST,"SEAWEED, HALIMEDA **",,,,Confidential,Commercial,Halimeda,6922,ACCSP
2024,FLORIDA-EAST,"SEAWEED, MERMAIDS SHAVING BRUSH **",,,,Confidential,Commercial,Penicillus,6949,ACCSP
2024,FLORIDA-EAST,"SHAD, GIZZARD",,,,Confidential,Commercial,Dorosoma cepedianum,161737,ACCSP
2024,FLORIDA-EAST,"SHARK, BLACKNOSE","16,497",7,"17,388",Public,Commercial,Carcharhinus acronotus,160304,EXCEPTIONS
2024,FLORIDA-EAST,"SHARK, BLACKTIP","111,923",51,"107,969",Public,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2024,FLORIDA-EAST,"SHARK, BONNETHEAD",,,,Confidential,Commercial,Sphyrna tiburo,160502,EXCEPTIONS
2024,FLORIDA-EAST,"SHARK, FINETOOTH","28,408",13,"29,741",Public,Commercial,Carcharhinus isodon,160409,EXCEPTIONS
2024,FLORIDA-EAST,"SHARK, HAMMERHEAD, SCALLOPED",,,,Confidential,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2024,FLORIDA-EAST,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2024,FLORIDA-EAST,"SHARK, SHARPNOSE, ATLANTIC","56,603",26,"62,898",Public,Commercial,Rhizoprionodon terraenovae,160200,EXCEPTIONS
2024,FLORIDA-EAST,"SHARK, SILKY",,,,Confidential,Commercial,Carcharhinus falciformis,160310,EXCEPTIONS
2024,FLORIDA-EAST,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2024,FLORIDA-EAST,SHEEPSHEAD,"113,292",51,"273,315",Public,Commercial,Archosargus probatocephalus,169189,ACCSP
2024,FLORIDA-EAST,"SHRIMP, BANDED CORAL","1,425",1,"2,572",Public,Commercial,Stenopus hispidus,97298,ACCSP
2024,FLORIDA-EAST,"SHRIMP, BROWN","407,646",185,"801,045",Public,Commercial,Penaeus aztecus,95605,ACCSP
2024,FLORIDA-EAST,"SHRIMP, CLEANER",,,,Confidential,Commercial,Lysmata grabhami,96896,ACCSP
2024,FLORIDA-EAST,"SHRIMP, GOLDEN CORAL",,,,Confidential,Commercial,Stenopus,97297,ACCSP
2024,FLORIDA-EAST,"SHRIMP, MARINE **",,,,Confidential,Commercial,Dendrobranchiata,95600,ACCSP
2024,FLORIDA-EAST,"SHRIMP, NORTHERN PINK","74,040",34,"118,171",Public,Commercial,Penaeus duorarum,95608,ACCSP
2024,FLORIDA-EAST,"SHRIMP, NORTHERN WHITE","3,305,429","1,499","6,497,873",Public,Commercial,Penaeus setiferus,95610,ACCSP
2024,FLORIDA-EAST,"SHRIMP, PEDERSON CLEANER",,,,Confidential,Commercial,Ancylomenes pedersoni,1191612,ACCSP
2024,FLORIDA-EAST,"SHRIMP, PEPPERMINT",,,,Confidential,Commercial,Lysmata wurdemanni,96893,ACCSP
2024,FLORIDA-EAST,"SHRIMP, ROYAL RED","83,104",38,"190,839",Public,Commercial,Pleoticus robustus,95966,ACCSP
2024,FLORIDA-EAST,"SHRIMPS, BAIT **","228,303",104,"778,698",Public,Commercial,Penaeus,95603,ACCSP
2024,FLORIDA-EAST,"SHRIMPS, PENAEOID **","32,543",15,"42,015",Public,Commercial,Penaeoidea,95601,ACCSP
2024,FLORIDA-EAST,"SHRIMPS, PISTOL OR SNAPPING **",,,,Confidential,Commercial,Alpheus,96601,ACCSP
2024,FLORIDA-EAST,"SHRIMPS, ROCK **","4,160,387","1,887","9,735,143",Public,Commercial,Sicyonia,96027,ACCSP
2024,FLORIDA-EAST,"SLUG, LETTUCE",,,,Confidential,Commercial,Elysia crispata,567533,ACCSP
2024,FLORIDA-EAST,"SNAIL, BRUISED NASSA",,,,Confidential,Commercial,Nassarius vibex,74107,ACCSP
2024,FLORIDA-EAST,SNAILS **,"253,163",115,"28,208",Public,Commercial,Gastropoda,69459,ACCSP
2024,FLORIDA-EAST,"SNAILS, CERITHIDEAN **","194,695",88,"19,509",Public,Commercial,Cerithidea,71935,ACCSP
2024,FLORIDA-EAST,"SNAILS, NASSA **",,,,Confidential,Commercial,Nassarius,74103,ACCSP
2024,FLORIDA-EAST,"SNAILS, NERITES **",,,,Confidential,Commercial,Neritidae,70159,ACCSP
2024,FLORIDA-EAST,"SNAILS, TOPSNAIL **",,,,Confidential,Commercial,Trochidae,69794,ACCSP
2024,FLORIDA-EAST,"SNAILS, TURBAN **",,,,Confidential,Commercial,Turbinidae,566920,ACCSP
2024,FLORIDA-EAST,"SNAPPER, BLACKFIN",32,0,126,Public,Commercial,Lutjanus buccanella,168852,ACCSP
2024,FLORIDA-EAST,"SNAPPER, CUBERA",946,0,"3,850",Public,Commercial,Lutjanus cyanopterus,168847,ACCSP
2024,FLORIDA-EAST,"SNAPPER, DOG",,,,Confidential,Commercial,Lutjanus jocu,168857,ACCSP
2024,FLORIDA-EAST,"SNAPPER, GRAY","15,988",7,"75,123",Public,Commercial,Lutjanus griseus,168848,ACCSP
2024,FLORIDA-EAST,"SNAPPER, LANE",486,0,"2,124",Public,Commercial,Lutjanus synagris,168860,ACCSP
2024,FLORIDA-EAST,"SNAPPER, MAHOGANY",,,,Confidential,Commercial,Lutjanus mahogoni,168858,ACCSP
2024,FLORIDA-EAST,"SNAPPER, MUTTON","17,333",8,"72,000",Public,Commercial,Lutjanus analis,168849,ACCSP
2024,FLORIDA-EAST,"SNAPPER, QUEEN",,,,Confidential,Commercial,Etelis oculatus,168902,ACCSP
2024,FLORIDA-EAST,"SNAPPER, RED","75,564",34,"481,971",Public,Commercial,Lutjanus campechanus,168853,ACCSP
2024,FLORIDA-EAST,"SNAPPER, SILK",713,0,"4,342",Public,Commercial,Lutjanus vivanus,168861,ACCSP
2024,FLORIDA-EAST,"SNAPPER, VERMILION","208,741",95,"966,860",Public,Commercial,Rhomboplites aurorubens,168909,ACCSP
2024,FLORIDA-EAST,"SNAPPER, YELLOWTAIL","118,379",54,"574,283",Public,Commercial,Ocyurus chrysurus,168907,ACCSP
2024,FLORIDA-EAST,"SNAPPERS, LUTJANIDAE (FAMILY) **",,,,Confidential,Commercial,Lutjanidae,168845,ACCSP
2024,FLORIDA-EAST,"SPADEFISH, ATLANTIC","3,619",2,"3,659",Public,Commercial,Chaetodipterus faber,169539,ACCSP
2024,FLORIDA-EAST,"SPONGE, GRASS",,,,Confidential,Commercial,Spongia graminea,196436,ACCSP
2024,FLORIDA-EAST,"SPONGE, RED BALL",538,0,"1,521",Public,Commercial,Haliclona compressa,47782,ACCSP
2024,FLORIDA-EAST,"SPONGE, YELLOW",,,,Confidential,Commercial,Spongia barbara,196434,ACCSP
2024,FLORIDA-EAST,SPONGES **,,,,Confidential,Commercial,Porifera,46861,ACCSP
2024,FLORIDA-EAST,"SPONGES, DEMOSPONGIAE **",,,,Confidential,Commercial,Demospongiae,47528,ACCSP
2024,FLORIDA-EAST,"SPONGES, SHEEPSWOOL **",,,,Confidential,Commercial,Hippospongia,47614,ACCSP
2024,FLORIDA-EAST,SPOT,"28,056",13,"38,251",Public,Commercial,Leiostomus xanthurus,169267,ACCSP
2024,FLORIDA-EAST,SQUIDS **,"13,447",6,"12,200",Public,Commercial,Teuthida,82367,ACCSP
2024,FLORIDA-EAST,SQUIRRELFISHES **,296,0,437,Public,Commercial,Holocentridae,166170,ACCSP
2024,FLORIDA-EAST,"STAR, BASKET",,,,Confidential,Commercial,Astrophyton muricatum,157366,ACCSP
2024,FLORIDA-EAST,"STAR, BLACK BRITTLE",720,0,735,Public,Commercial,Ophiocoma echinata,157486,ACCSP
2024,FLORIDA-EAST,"STAR, SCALY BRITTLE",335,0,"4,116",Public,Commercial,Ophioderma squamosissimum,157518,ACCSP
2024,FLORIDA-EAST,"STAR, SERPENT BRITTLE","1,130",1,"1,252",Public,Commercial,Ophioderma brevispinum,157520,ACCSP
2024,FLORIDA-EAST,"STAR, SPINY SEA",,,,Confidential,Commercial,Echinaster sentus,157187,ACCSP
2024,FLORIDA-EAST,"STARS, BRITTLE **",451,0,506,Public,Commercial,Ophiuroidea,157325,ACCSP
2024,FLORIDA-EAST,"STARS, OTHER SEA **",,,,Confidential,Commercial,Asteroidea,156862,ACCSP
